geoid,tactile_paving,wheelchair,ramp_kerb,traffic_signals_sound,Video_ID,Sign_Label,Bounding_Box_Coords,Landmark_Keypoints,HTML_Snippet,WCAG_Violation
node_20909,yes,yes,yes,no,vid_0467,danger,"[0.19, 0.39, 0.23, 0.42]","[[0.719, 0.838, 0.037], [0.663, 0.711, 0.029], [0.914, 0.416, 0.063]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_56973,no,yes,yes,no,vid_0468,stop,"[0.49, 0.11, 0.39, 0.44]","[[0.385, 0.841, -0.002], [0.483, 0.048, 0.014], [0.749, 0.663, -0.053]]",<img src='logo.svg' alt='Company Logo'>,None
node_99547,no,no,lowered,no,vid_0469,bus,"[0.24, 0.16, 0.26, 0.2]","[[0.344, 0.263, -0.093], [0.779, 0.244, -0.042], [0.574, 0.582, 0.098]]",<button>Submit</button>,None
node_57175,yes,no,yes,no,vid_0470,train,"[0.24, 0.31, 0.37, 0.47]","[[0.503, 0.099, 0.036], [0.979, 0.069, 0.04], [0.593, 0.714, 0.021]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_36513,incorrect,yes,no,no,vid_0471,danger,"[0.33, 0.12, 0.39, 0.25]","[[0.25, 0.187, -0.097], [0.815, 0.853, 0.055], [0.123, 0.874, -0.027]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_94233,yes,limited,flush,no,vid_0472,yes,"[0.34, 0.36, 0.28, 0.27]","[[0.445, 0.931, -0.031], [0.133, 0.67, 0.032], [0.623, 0.26, 0.066]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_18321,yes,yes,flush,no,vid_0473,no,"[0.4, 0.1, 0.29, 0.48]","[[0.657, 0.614, -0.01], [0.756, 0.189, -0.048], [0.735, 0.588, 0.015]]",<img src='logo.svg' alt='Company Logo'>,None
node_17472,yes,limited,yes,no,vid_0474,no,"[0.53, 0.39, 0.38, 0.46]","[[0.724, 0.32, 0.039], [0.92, 0.23, 0.051], [0.929, 0.89, 0.014]]",<img src='logo.svg' alt='Company Logo'>,None
node_45047,yes,yes,no,no,vid_0475,yes,"[0.3, 0.31, 0.28, 0.37]","[[0.196, 0.123, -0.007], [0.587, 0.834, 0.045], [0.839, 0.797, 0.004]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_14597,yes,no,lowered,no,vid_0476,help,"[0.57, 0.2, 0.29, 0.25]","[[0.129, 0.521, 0.039], [0.464, 0.324, 0.009], [0.799, 0.446, 0.065]]",<img src='map.png'>,Missing_Alt_Text
node_42688,yes,no,no,no,vid_0477,help,"[0.33, 0.16, 0.37, 0.27]","[[0.222, 0.905, -0.026], [0.245, 0.118, 0.076], [0.536, 0.207, 0.067]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_52090,yes,no,flush,no,vid_0478,train,"[0.56, 0.33, 0.17, 0.34]","[[0.71, 0.998, 0.039], [0.348, 0.747, -0.073], [0.811, 0.863, 0.08]]",<img src='logo.svg' alt='Company Logo'>,None
node_20041,no,no,flush,yes,vid_0479,yes,"[0.17, 0.35, 0.29, 0.48]","[[0.628, 0.229, 0.023], [0.226, 0.648, -0.024], [0.026, 0.684, -0.1]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_13492,no,yes,no,yes,vid_0480,stop,"[0.19, 0.18, 0.21, 0.25]","[[0.525, 0.659, -0.022], [0.459, 0.27, -0.095], [0.269, 0.366, 0.096]]",<img src='map.png'>,Missing_Alt_Text
node_37248,yes,no,no,no,vid_0481,hospital,"[0.19, 0.14, 0.25, 0.2]","[[0.004, 0.775, -0.031], [0.453, 0.381, -0.09], [0.4, 0.705, -0.019]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_84719,incorrect,no,flush,no,vid_0482,bus,"[0.48, 0.33, 0.34, 0.49]","[[0.885, 0.44, -0.088], [0.915, 0.493, -0.095], [0.135, 0.334, 0.094]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_18318,yes,no,no,no,vid_0483,train,"[0.55, 0.21, 0.17, 0.46]","[[0.865, 0.643, -0.037], [0.639, 0.018, 0.044], [0.091, 0.907, 0.076]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_24852,incorrect,yes,flush,no,vid_0484,hospital,"[0.36, 0.42, 0.18, 0.3]","[[0.016, 0.461, 0.082], [0.358, 0.508, -0.017], [0.118, 0.961, -0.077]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_48018,yes,yes,no,no,vid_0485,no,"[0.24, 0.13, 0.26, 0.27]","[[0.367, 0.166, 0.042], [0.815, 0.204, 0.047], [0.956, 0.43, -0.061]]",<img src='map.png'>,Missing_Alt_Text
node_69186,no,no,lowered,no,vid_0486,bus,"[0.12, 0.25, 0.26, 0.49]","[[0.92, 0.626, -0.068], [0.154, 0.314, 0.074], [0.292, 0.737, 0.091]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_76359,no,limited,lowered,yes,vid_0487,bus,"[0.21, 0.18, 0.34, 0.45]","[[0.768, 0.325, -0.099], [0.889, 0.284, 0.015], [0.531, 0.808, 0.071]]",<img src='map.png'>,Missing_Alt_Text
node_10676,incorrect,no,yes,yes,vid_0488,help,"[0.37, 0.12, 0.21, 0.36]","[[0.245, 0.423, -0.08], [0.85, 0.834, -0.091], [0.162, 0.604, -0.078]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_10408,yes,no,no,no,vid_0489,help,"[0.57, 0.26, 0.23, 0.3]","[[0.984, 0.708, -0.095], [0.059, 0.777, 0.079], [0.842, 0.249, 0.077]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_80635,yes,limited,flush,no,vid_0490,yes,"[0.2, 0.21, 0.35, 0.25]","[[0.819, 0.373, -0.062], [0.377, 0.497, 0.078], [0.095, 0.715, -0.029]]",<button>Submit</button>,None
node_68937,yes,no,no,no,vid_0491,danger,"[0.48, 0.35, 0.22, 0.39]","[[0.743, 0.637, 0.031], [0.177, 0.783, 0.041], [0.763, 0.065, 0.09]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_80351,yes,limited,yes,no,vid_0492,thank_you,"[0.26, 0.16, 0.34, 0.32]","[[0.603, 0.873, -0.077], [0.064, 0.717, -0.031], [0.852, 0.32, 0.082]]",<img src='map.png'>,Missing_Alt_Text
node_86627,yes,no,flush,yes,vid_0493,danger,"[0.4, 0.13, 0.24, 0.37]","[[0.588, 0.791, -0.074], [0.084, 0.277, -0.079], [0.528, 0.065, 0.061]]",<img src='map.png'>,Missing_Alt_Text
node_91558,yes,limited,no,no,vid_0494,help,"[0.36, 0.45, 0.17, 0.41]","[[0.611, 0.274, 0.084], [0.939, 0.856, -0.002], [0.156, 0.712, -0.098]]",<img src='map.png'>,Missing_Alt_Text
node_45023,yes,yes,flush,no,vid_0495,thank_you,"[0.48, 0.29, 0.29, 0.4]","[[0.965, 0.5, -0.094], [0.626, 0.791, -0.021], [0.759, 0.387, 0.098]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_37112,no,yes,lowered,no,vid_0496,danger,"[0.5, 0.26, 0.3, 0.31]","[[0.161, 0.165, 0.009], [0.811, 0.405, -0.067], [0.731, 0.801, -0.006]]",<img src='map.png'>,Missing_Alt_Text
node_96405,yes,limited,no,no,vid_0497,hello,"[0.28, 0.41, 0.27, 0.47]","[[0.522, 0.349, -0.005], [0.885, 0.111, -0.018], [0.057, 0.093, 0.012]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_91982,no,no,yes,no,vid_0498,yes,"[0.33, 0.47, 0.28, 0.39]","[[0.265, 0.986, 0.022], [0.313, 0.291, -0.059], [0.254, 0.644, 0.027]]",<img src='map.png'>,Missing_Alt_Text
node_54525,incorrect,limited,yes,no,vid_0499,danger,"[0.42, 0.3, 0.39, 0.32]","[[0.22, 0.661, -0.094], [0.732, 0.039, -0.08], [0.694, 0.95, -0.068]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_40818,yes,yes,lowered,no,vid_0500,yes,"[0.24, 0.35, 0.24, 0.5]","[[0.68, 0.249, -0.078], [0.67, 0.508, 0.014], [0.892, 0.847, 0.031]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_94817,no,limited,flush,no,vid_0501,no,"[0.26, 0.21, 0.19, 0.25]","[[0.024, 0.289, 0.1], [0.371, 0.99, -0.092], [0.64, 0.414, 0.043]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_40711,no,yes,no,yes,vid_0502,danger,"[0.13, 0.41, 0.27, 0.5]","[[0.054, 0.103, -0.059], [0.54, 0.752, -0.039], [0.885, 0.737, -0.021]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_30744,yes,yes,yes,yes,vid_0503,danger,"[0.32, 0.45, 0.17, 0.34]","[[0.672, 0.59, 0.07], [0.21, 0.879, -0.03], [0.154, 0.713, -0.07]]",<img src='map.png'>,Missing_Alt_Text
node_87548,no,no,yes,yes,vid_0504,thank_you,"[0.56, 0.47, 0.28, 0.36]","[[0.938, 0.039, 0.052], [0.572, 0.47, -0.079], [0.585, 0.743, 0.017]]",<button>Submit</button>,None
node_95667,no,no,yes,yes,vid_0505,train,"[0.49, 0.42, 0.39, 0.49]","[[0.009, 0.971, 0.089], [0.556, 0.647, 0.082], [0.294, 0.697, 0.006]]",<button>Submit</button>,None
node_16275,no,limited,lowered,no,vid_0506,thank_you,"[0.5, 0.41, 0.35, 0.49]","[[0.264, 0.8, -0.023], [0.054, 0.559, -0.067], [0.266, 0.815, 0.009]]",<img src='logo.svg' alt='Company Logo'>,None
node_70926,no,no,flush,yes,vid_0507,yes,"[0.57, 0.41, 0.28, 0.21]","[[0.129, 0.073, -0.054], [0.024, 0.497, -0.041], [0.897, 0.178, -0.068]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_79164,yes,yes,lowered,no,vid_0508,thank_you,"[0.33, 0.13, 0.27, 0.36]","[[0.802, 0.158, -0.096], [0.802, 0.537, -0.017], [0.765, 0.373, 0.057]]",<img src='map.png'>,Missing_Alt_Text
node_16282,no,yes,flush,yes,vid_0509,yes,"[0.3, 0.45, 0.15, 0.39]","[[0.241, 0.186, -0.002], [0.316, 0.099, 0.04], [0.009, 0.359, -0.06]]",<img src='map.png'>,Missing_Alt_Text
node_49381,no,no,yes,no,vid_0510,stop,"[0.22, 0.17, 0.27, 0.28]","[[0.471, 0.694, -0.031], [0.816, 0.038, 0.083], [0.423, 0.225, 0.042]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_65618,incorrect,no,flush,no,vid_0511,yes,"[0.22, 0.27, 0.21, 0.42]","[[0.589, 0.876, -0.051], [0.967, 0.178, 0.1], [0.771, 0.141, -0.01]]",<img src='map.png'>,Missing_Alt_Text
node_84549,no,yes,no,no,vid_0512,danger,"[0.13, 0.21, 0.4, 0.23]","[[0.814, 0.157, -0.086], [0.735, 0.864, 0.011], [0.761, 0.262, 0.032]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_96009,yes,no,yes,yes,vid_0513,yes,"[0.35, 0.31, 0.36, 0.26]","[[0.388, 0.546, 0.081], [0.389, 0.123, 0.037], [0.672, 0.76, -0.059]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_29655,incorrect,yes,no,no,vid_0514,help,"[0.18, 0.23, 0.26, 0.29]","[[0.645, 0.871, 0.015], [0.127, 0.166, -0.011], [0.477, 0.757, 0.003]]",<button>Submit</button>,None
node_15862,incorrect,no,yes,yes,vid_0515,thank_you,"[0.1, 0.16, 0.28, 0.22]","[[0.54, 0.87, -0.06], [0.736, 0.586, -0.002], [0.642, 0.727, -0.048]]",<img src='map.png'>,Missing_Alt_Text
node_91451,no,no,no,no,vid_0516,hospital,"[0.26, 0.39, 0.36, 0.22]","[[0.507, 0.632, 0.055], [0.785, 0.302, -0.091], [0.071, 0.504, -0.031]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_13722,no,yes,no,no,vid_0517,hospital,"[0.11, 0.36, 0.18, 0.22]","[[0.82, 0.976, 0.078], [0.269, 0.855, 0.014], [0.556, 0.619, -0.086]]",<img src='logo.svg' alt='Company Logo'>,None
node_19121,yes,no,flush,no,vid_0518,hello,"[0.39, 0.28, 0.29, 0.3]","[[0.335, 0.094, 0.09], [0.451, 0.774, -0.015], [0.718, 0.016, 0.023]]",<img src='logo.svg' alt='Company Logo'>,None
node_31473,yes,no,yes,no,vid_0519,yes,"[0.44, 0.39, 0.2, 0.48]","[[0.299, 0.059, -0.093], [0.871, 0.516, -0.095], [0.411, 0.34, -0.083]]",<img src='logo.svg' alt='Company Logo'>,None
node_99673,no,limited,no,no,vid_0520,yes,"[0.45, 0.5, 0.26, 0.2]","[[0.579, 0.757, 0.093], [0.179, 0.902, 0.016], [0.483, 0.72, 0.088]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_17308,no,yes,flush,no,vid_0521,no,"[0.16, 0.48, 0.25, 0.4]","[[0.157, 0.821, 0.064], [0.216, 0.447, -0.022], [0.159, 0.481, 0.018]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_94814,yes,yes,no,no,vid_0522,bus,"[0.35, 0.49, 0.2, 0.4]","[[0.869, 0.685, 0.07], [0.972, 0.726, 0.087], [0.752, 0.776, 0.027]]",<img src='map.png'>,Missing_Alt_Text
node_20077,no,limited,no,yes,vid_0523,hello,"[0.41, 0.19, 0.16, 0.43]","[[0.119, 0.317, -0.093], [0.925, 0.626, -0.013], [0.07, 0.41, -0.006]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_31031,incorrect,yes,flush,no,vid_0524,bus,"[0.18, 0.39, 0.38, 0.49]","[[0.592, 0.123, 0.076], [0.608, 0.198, -0.044], [0.635, 0.257, 0.019]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_59735,no,yes,no,no,vid_0525,hello,"[0.57, 0.45, 0.28, 0.43]","[[0.761, 0.304, -0.026], [0.662, 0.96, 0.076], [0.3, 0.566, 0.042]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_74425,yes,yes,flush,no,vid_0526,hello,"[0.16, 0.27, 0.18, 0.32]","[[0.274, 0.766, 0.075], [0.727, 0.471, -0.074], [0.834, 0.062, -0.026]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_58427,incorrect,yes,lowered,no,vid_0527,bus,"[0.12, 0.21, 0.39, 0.37]","[[0.189, 0.841, 0.011], [0.355, 0.883, 0.09], [0.021, 0.096, 0.093]]",<img src='map.png'>,Missing_Alt_Text
node_31904,no,yes,flush,no,vid_0528,hello,"[0.34, 0.12, 0.31, 0.34]","[[0.815, 0.088, 0.042], [0.025, 0.692, -0.054], [0.82, 0.873, 0.04]]",<button>Submit</button>,None
node_81655,incorrect,limited,lowered,no,vid_0529,thank_you,"[0.38, 0.22, 0.24, 0.43]","[[0.708, 0.47, 0.049], [0.142, 0.342, -0.011], [0.907, 0.957, -0.07]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_10192,yes,limited,yes,no,vid_0530,hello,"[0.48, 0.34, 0.24, 0.41]","[[0.921, 0.204, -0.052], [0.928, 0.46, 0.032], [0.27, 0.812, -0.004]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_28593,no,no,lowered,no,vid_0531,bus,"[0.21, 0.1, 0.36, 0.31]","[[0.492, 0.497, -0.059], [0.87, 0.684, -0.034], [0.24, 0.338, -0.081]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_48614,no,yes,no,no,vid_0532,train,"[0.52, 0.22, 0.21, 0.26]","[[0.665, 0.978, 0.039], [0.924, 0.785, 0.06], [0.634, 0.496, -0.002]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_45248,no,no,yes,no,vid_0533,yes,"[0.49, 0.15, 0.21, 0.4]","[[0.584, 0.881, -0.083], [0.264, 0.959, -0.081], [0.369, 0.144, 0.063]]",<img src='logo.svg' alt='Company Logo'>,None
node_18615,yes,no,yes,no,vid_0534,train,"[0.13, 0.26, 0.36, 0.34]","[[0.571, 0.151, -0.03], [0.663, 0.873, -0.073], [0.187, 0.192, 0.064]]",<img src='map.png'>,Missing_Alt_Text
node_46428,yes,yes,flush,no,vid_0535,bus,"[0.33, 0.47, 0.17, 0.26]","[[0.349, 0.747, -0.072], [0.467, 0.06, -0.077], [0.55, 0.985, -0.074]]",<img src='logo.svg' alt='Company Logo'>,None
node_33043,no,limited,no,no,vid_0536,help,"[0.33, 0.46, 0.22, 0.47]","[[0.616, 0.143, -0.033], [0.136, 0.054, -0.084], [0.812, 0.466, 0.098]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_36125,no,limited,flush,no,vid_0537,danger,"[0.49, 0.26, 0.23, 0.42]","[[0.549, 0.977, 0.055], [0.524, 0.807, -0.026], [0.498, 0.352, -0.015]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_72218,no,limited,yes,yes,vid_0538,bus,"[0.31, 0.4, 0.39, 0.33]","[[0.907, 0.332, -0.066], [0.055, 0.65, -0.014], [0.688, 0.72, 0.046]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_24460,yes,yes,yes,no,vid_0539,thank_you,"[0.55, 0.46, 0.28, 0.27]","[[0.016, 0.935, 0.035], [0.345, 0.724, 0.072], [0.263, 0.759, 0.069]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_13789,no,yes,lowered,no,vid_0540,train,"[0.15, 0.13, 0.33, 0.21]","[[0.406, 0.262, -0.014], [0.438, 0.465, 0.015], [0.838, 0.654, -0.048]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_61144,no,yes,yes,no,vid_0541,yes,"[0.32, 0.43, 0.29, 0.47]","[[0.635, 0.365, -0.042], [0.453, 0.439, -0.041], [0.007, 0.105, 0.056]]",<button>Submit</button>,None
node_23081,yes,no,lowered,no,vid_0542,train,"[0.5, 0.46, 0.18, 0.39]","[[0.684, 0.507, -0.016], [0.327, 0.292, -0.038], [0.104, 0.603, -0.1]]",<button>Submit</button>,None
node_66824,yes,limited,no,no,vid_0543,stop,"[0.19, 0.15, 0.39, 0.39]","[[0.078, 0.259, 0.086], [0.146, 0.252, -0.052], [0.118, 0.892, 0.072]]",<button>Submit</button>,None
node_77887,incorrect,limited,flush,no,vid_0544,train,"[0.5, 0.43, 0.24, 0.24]","[[0.911, 0.523, -0.05], [0.78, 0.983, -0.077], [0.392, 0.485, -0.039]]",<img src='logo.svg' alt='Company Logo'>,None
node_52906,yes,yes,yes,no,vid_0545,help,"[0.15, 0.1, 0.38, 0.23]","[[0.482, 0.782, -0.055], [0.399, 0.966, -0.063], [0.52, 0.821, -0.044]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_33114,incorrect,yes,lowered,no,vid_0546,stop,"[0.3, 0.36, 0.17, 0.35]","[[0.526, 0.832, -0.086], [0.95, 0.959, -0.07], [0.57, 0.36, 0.084]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_27178,no,no,yes,no,vid_0547,hospital,"[0.16, 0.21, 0.31, 0.26]","[[0.149, 0.93, -0.046], [0.716, 0.464, 0.073], [0.865, 0.024, -0.083]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_97097,yes,no,yes,no,vid_0548,hospital,"[0.57, 0.2, 0.31, 0.34]","[[0.234, 0.746, -0.07], [0.513, 0.235, 0.051], [0.704, 0.624, -0.022]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_28167,yes,yes,yes,yes,vid_0549,train,"[0.43, 0.46, 0.37, 0.32]","[[0.096, 0.917, -0.009], [0.766, 0.022, 0.011], [0.466, 0.535, 0.093]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_51895,yes,no,flush,no,vid_0550,yes,"[0.48, 0.26, 0.31, 0.37]","[[0.637, 0.345, 0.012], [0.088, 0.036, -0.087], [0.6, 0.083, -0.066]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_78865,no,limited,yes,no,vid_0551,train,"[0.15, 0.16, 0.3, 0.44]","[[0.827, 0.938, 0.099], [0.919, 0.415, 0.078], [0.897, 0.562, -0.099]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_79193,no,yes,yes,no,vid_0552,no,"[0.28, 0.37, 0.31, 0.41]","[[0.359, 0.447, -0.084], [0.46, 0.238, -0.076], [0.093, 0.879, -0.086]]",<img src='logo.svg' alt='Company Logo'>,None
node_47852,yes,yes,lowered,no,vid_0553,bus,"[0.53, 0.31, 0.26, 0.36]","[[0.517, 0.974, 0.043], [0.874, 0.23, 0.03], [0.713, 0.495, 0.026]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_97620,incorrect,no,flush,no,vid_0554,stop,"[0.43, 0.27, 0.34, 0.4]","[[0.849, 0.027, -0.019], [0.992, 0.543, -0.044], [0.649, 0.056, 0.078]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_77183,yes,no,no,no,vid_0555,bus,"[0.35, 0.35, 0.27, 0.45]","[[0.221, 0.712, 0.016], [0.803, 0.358, 0.068], [0.404, 0.184, 0.022]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_80048,yes,no,no,no,vid_0556,help,"[0.11, 0.3, 0.28, 0.39]","[[0.047, 0.856, -0.064], [0.975, 0.021, 0.054], [0.894, 0.25, -0.029]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_58892,no,yes,no,yes,vid_0557,hospital,"[0.15, 0.46, 0.18, 0.29]","[[0.334, 0.1, -0.082], [0.751, 0.347, 0.06], [0.87, 0.521, 0.078]]",<button>Submit</button>,None
node_93191,no,yes,yes,no,vid_0558,yes,"[0.38, 0.32, 0.24, 0.24]","[[0.406, 0.623, 0.002], [0.837, 0.133, 0.091], [0.084, 0.176, -0.046]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_62107,no,yes,lowered,no,vid_0559,no,"[0.41, 0.32, 0.29, 0.28]","[[0.423, 0.836, 0.082], [0.923, 0.712, -0.092], [0.881, 0.442, 0.051]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_59428,yes,limited,yes,yes,vid_0560,danger,"[0.14, 0.39, 0.4, 0.36]","[[0.62, 0.281, -0.08], [0.914, 0.47, -0.016], [0.966, 0.029, 0.05]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_98593,no,yes,no,yes,vid_0561,hospital,"[0.58, 0.15, 0.39, 0.35]","[[0.725, 0.183, 0.073], [0.545, 0.517, 0.025], [0.394, 0.612, -0.005]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_10865,yes,no,no,no,vid_0562,hello,"[0.59, 0.45, 0.39, 0.45]","[[0.045, 0.308, 0.062], [0.58, 0.956, -0.054], [0.106, 0.776, -0.088]]",<img src='map.png'>,Missing_Alt_Text
node_21443,yes,no,flush,no,vid_0563,hospital,"[0.59, 0.12, 0.17, 0.44]","[[0.019, 0.716, -0.094], [0.049, 0.595, 0.056], [0.614, 0.049, 0.006]]",<button>Submit</button>,None
node_12719,yes,yes,lowered,no,vid_0564,danger,"[0.11, 0.26, 0.36, 0.46]","[[0.306, 0.381, 0.042], [0.716, 0.238, 0.033], [1.0, 0.869, 0.065]]",<img src='logo.svg' alt='Company Logo'>,None
node_97971,no,yes,flush,no,vid_0565,no,"[0.57, 0.36, 0.16, 0.44]","[[0.726, 0.912, 0.066], [0.383, 0.634, -0.077], [0.352, 0.753, -0.044]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_91244,yes,limited,lowered,no,vid_0566,no,"[0.29, 0.46, 0.39, 0.39]","[[0.372, 0.316, -0.01], [0.829, 0.677, -0.046], [0.395, 0.561, 0.095]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_82773,no,no,flush,no,vid_0567,yes,"[0.14, 0.16, 0.26, 0.27]","[[0.142, 0.276, 0.062], [0.725, 0.236, 0.065], [0.677, 0.918, 0.063]]",<img src='map.png'>,Missing_Alt_Text
node_36992,yes,yes,no,yes,vid_0568,help,"[0.12, 0.46, 0.18, 0.28]","[[0.739, 0.11, -0.007], [0.506, 0.558, -0.088], [0.304, 0.102, -0.039]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_24111,no,yes,no,yes,vid_0569,danger,"[0.31, 0.18, 0.2, 0.48]","[[0.363, 0.733, -0.045], [0.292, 0.21, -0.048], [0.601, 0.117, 0.013]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_67010,yes,yes,flush,no,vid_0570,danger,"[0.29, 0.4, 0.26, 0.2]","[[0.348, 0.236, -0.061], [0.427, 0.493, 0.067], [0.997, 0.71, -0.099]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_90714,no,limited,flush,no,vid_0571,no,"[0.42, 0.23, 0.39, 0.43]","[[0.626, 0.577, -0.041], [0.171, 0.174, 0.059], [0.808, 0.167, -0.018]]",<img src='logo.svg' alt='Company Logo'>,None
node_45157,no,yes,yes,no,vid_0572,danger,"[0.42, 0.42, 0.17, 0.24]","[[0.192, 0.807, 0.049], [0.81, 0.058, -0.085], [0.934, 0.481, -0.011]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_45150,no,no,flush,yes,vid_0573,hello,"[0.59, 0.36, 0.34, 0.22]","[[0.475, 0.721, -0.081], [0.238, 0.826, 0.052], [0.586, 0.966, 0.087]]",<img src='map.png'>,Missing_Alt_Text
node_15839,yes,yes,yes,no,vid_0574,no,"[0.28, 0.41, 0.19, 0.21]","[[0.488, 0.507, 0.075], [0.285, 0.015, 0.085], [0.182, 0.841, 0.013]]",<img src='logo.svg' alt='Company Logo'>,None
node_59704,no,no,no,no,vid_0575,train,"[0.43, 0.17, 0.26, 0.39]","[[0.489, 0.829, 0.008], [0.639, 0.002, -0.057], [0.903, 0.205, 0.051]]",<img src='map.png'>,Missing_Alt_Text
node_17630,yes,no,yes,no,vid_0576,thank_you,"[0.13, 0.16, 0.24, 0.28]","[[0.354, 0.842, 0.069], [0.469, 0.68, -0.052], [0.092, 0.189, 0.094]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_20565,no,limited,no,yes,vid_0577,thank_you,"[0.23, 0.31, 0.38, 0.42]","[[0.153, 0.161, 0.005], [0.287, 0.209, 0.061], [0.733, 0.001, -0.069]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_73343,no,no,lowered,no,vid_0578,stop,"[0.37, 0.26, 0.37, 0.38]","[[0.745, 0.289, -0.016], [0.086, 0.257, 0.062], [0.269, 0.459, -0.005]]",<button>Submit</button>,None
node_27791,incorrect,yes,flush,no,vid_0579,train,"[0.44, 0.49, 0.31, 0.38]","[[0.429, 0.146, -0.098], [0.417, 0.541, -0.027], [0.615, 0.649, 0.046]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_14365,yes,no,yes,no,vid_0580,danger,"[0.46, 0.13, 0.26, 0.47]","[[0.893, 0.554, 0.007], [0.444, 0.584, -0.052], [0.008, 0.092, 0.035]]",<button>Submit</button>,None
node_19704,yes,yes,yes,no,vid_0581,no,"[0.18, 0.26, 0.32, 0.35]","[[0.407, 0.674, 0.077], [0.518, 0.298, -0.068], [0.265, 0.154, 0.095]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_43288,yes,no,flush,no,vid_0582,hello,"[0.49, 0.22, 0.34, 0.37]","[[0.546, 0.166, 0.069], [0.852, 0.849, 0.098], [0.033, 0.395, 0.004]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_85938,no,yes,yes,yes,vid_0583,bus,"[0.56, 0.4, 0.15, 0.25]","[[0.69, 0.473, -0.004], [0.867, 0.291, -0.019], [0.277, 0.994, -0.071]]",<button>Submit</button>,None
